CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76143.78,-26725.635,-84334.77,11108.925,0.0,0.0,0.0,0.0,5
-76147.47,-26719.74,-84333.285,11112.12,0.0,0.0,0.0,0.0,5
-76141.305,-26720.46,-84328.785,11115.18,0.0,0.0,0.0,0.0,5
-76133.7,-26725.32,-84323.835,11120.175,0.0,0.0,0.0,0.0,5
-76129.83,-26728.47,-84325.32,11110.95,0.0,0.0,0.0,0.0,5
-76133.25,-26727.57,-84318.615,11119.41,0.0,0.0,0.0,0.0,5
-76142.34,-26729.505,-84325.635,11118.105,0.0,0.0,0.0,0.0,5
-76145.445,-26730.54,-84326.985,11119.905,0.0,0.0,0.0,0.0,5
-76136.805,-26731.845,-84327.795,11114.145,0.0,0.0,0.0,0.0,5
-76132.665,-26732.79,-84335.22,11105.235,0.0,0.0,0.0,0.0,5
